trope,count,movies_with_trope,avg_rating
Ascended Fanboy,8,"['TheGrandBudapestHotel', 'RatchetAndClank2016', 'TheirFinest', 'ThorRagnarok', 'TheMaskofZorro', 'Onward', 'PopstarNeverStopNeverStopping', 'TheKingofComedy']",3.12
Camp,6,"['TheGrandBudapestHotel', 'FromDuskTillDawn', 'Dune1984', 'TheSubstance', 'TheProducers', 'TheRockyHorrorPictureShow']",3.00
Commie Land,6,"['TheGrandBudapestHotel', 'EuroTrip', 'FourMonthsThreeWeeksAndTwoDays', 'Ida', 'Chernobyl', 'TheKillingFields']",3.58
Decapitation Presentation,6,"['TheGrandBudapestHotel', 'HardcoreHenry', 'TwoThousandOneASpaceOdyssey', 'TheHobbitAnUnexpectedJourney', 'Hereditary', 'ApocalypseNow']",3.42
First-Person Peripheral Narrator,5,"['TheGrandBudapestHotel', 'TheLobster', 'FightClub', 'TheFanatic', 'Dune1984']",2.90
Fourth-Date Marriage,10,"['TheGrandBudapestHotel', 'Casablanca', 'GroundhogDay', 'LettheRightOneIn', 'RomancingtheStone', 'LegallyBlonde', 'Clueless', 'Anora', 'PopstarNeverStopNeverStopping', 'JerryMaguire']",3.60
Imperial Stormtrooper Marksmanship Academy,14,"['TheGrandBudapestHotel', 'HellorHighWater', 'PatriotsDay', 'District9', 'DieHard2', 'LiveFreeorDieHard', 'NineteenSeventeen', 'TheGoodtheBadandtheUgly', 'Stalker', 'SpringBreakers', 'RRR', 'ToyStory1', 'SomeLikeItHot', 'TheRock']",3.32
Mysterious Past,7,"['TheGrandBudapestHotel', 'Casablanca', 'ParisTexas', 'TheLighthouse', 'ThePrestige', 'PerfectDays', 'DangerousAnimals']",3.71
No Bisexuals,8,"['TheGrandBudapestHotel', 'ASingleMan', 'TheLobster', 'ChasingAmy', 'CallMebyYourName', 'LegallyBlonde', 'ButImaCheerleader', 'Pride']",3.50
No Communities Were Harmed,6,"['TheGrandBudapestHotel', 'FightClub', 'Prisoners', 'Searching', 'Incendies', 'Nosferatu']",4.17
Off with His Head!,9,"['TheGrandBudapestHotel', 'Warcraft', 'HardcoreHenry', 'LettheRightOneIn', 'Hereditary', 'Machete', 'AnAmericanWerewolfinLondon', 'ValerianandtheCityofaThousandPlanets', 'TheBabadook']",2.94
Posthumous Character,22,"['TheGrandBudapestHotel', 'NowYouSeeMe2', 'CaptainFantastic', 'Jackie', 'SunsetBoulevard', 'WarforthePlanetoftheApes', 'TheBreadwinner', 'EntertheVoid', 'Moon', 'TheInvisibleGuest', 'CriesandWhispers', 'GraveoftheFireflies', 'Tenet', 'JojoRabbit', 'Incendies', 'PromisingYoungWoman', 'RRR', 'ThePoweroftheDog', 'AnatomyofaFall', 'TheHoldovers', 'TheRock', 'JerryMaguire']",3.34
Protagonist-Centered Morality,6,"['TheGrandBudapestHotel', 'AlienResurrection', 'BabyDriver', 'ChasingAmy', 'Secretary', 'GameNight']",3.17
Putting on the Reich,5,"['TheGrandBudapestHotel', 'WarforthePlanetoftheApes', 'DieHardWithaVengeance', 'AdAstra', 'Dune1984']",2.70
Secret Test of Character,9,"['TheGrandBudapestHotel', 'NowYouSeeMe2', 'TheHottieAndTheNottie', 'PansLabyrinth', 'TheIrishman', 'Tenet', 'TheMenu', 'Secretary', 'PopstarNeverStopNeverStopping']",3.22
Standard Snippet,10,"['TheGrandBudapestHotel', 'DieHard2', 'DieHardWithaVengeance', 'RomancingtheStone', 'CrazyRichAsians', 'KikisDeliveryService', 'AustinPowersInternationalManofMystery', 'TheHoldovers', 'Clueless', 'TheThinRedLine']",3.05
Believing Their Own Lies,7,"['TwelveAngryMen', 'CaptainAmericaCivilWar', 'EverythingEverything', 'AlienCovenant', 'Spotlight', 'DunePartTwo', 'Rashomon']",3.50
Beware the Quiet Ones,10,"['TwelveAngryMen', 'TaxiDriver', 'YouWereNeverReallyHere', 'GreenRoom', 'Hamilton', 'PoliceAcademy', 'ThePoweroftheDog', 'TheGodfather', 'TheGodfatherPartII', 'OfficeSpace']",3.90
Adaptational Early Appearance,5,"['RatchetAndClank2016', 'ReadyPlayerOne', 'Joker', 'KikisDeliveryService', 'Dune1984']",2.20
Art Evolution,12,"['RatchetAndClank2016', 'FindingDory', 'TheHobbitAnUnexpectedJourney', 'AlienCovenant', 'ThorRagnarok', 'SpiritedAway', 'ThePhantomMenace', 'SpiderManNoWayHome', 'JohnWickChapter4', 'StarTrekVITheUndiscoveredCountry', 'StarTrekTheMotionPicture', 'ToyStory2']",2.88
Came Back Wrong,13,"['RatchetAndClank2016', 'AlienResurrection', 'EventHorizon', 'KingsmanTheGoldenCircle', 'Annihilation', 'Akira', 'EntertheVoid', 'Replicas', 'StarWarsTheRiseofSkywalker', 'Overlord', 'SixSouls', 'StarTrekIVTheVoyageHome', 'PoorThings']",2.58
Caught on Tape,5,"['RatchetAndClank2016', 'Machete', 'Andhadhun', 'TheInvisibleGuest', 'Onward']",2.80
Earth-Shattering Kaboom,6,"['RatchetAndClank2016', 'RogueOneAStarWarsStory', 'ThorRagnarok', 'ValerianandtheCityofaThousandPlanets', 'Melancholia', 'StarTrekIIITheSearchforSpock']",2.75
Fallen Hero,7,"['RatchetAndClank2016', 'CityofGod', 'HacksawRidge', 'Prometheus', 'AdAstra', 'BoratSubsequentMoviefilm', 'TheRock']",3.07
Gonk,6,"['RatchetAndClank2016', 'SpiritedAway', 'PerfectBlue', 'HaroldAndKumarGoToWhiteCastle', 'Nosferatu', 'HowlsMovingCastle']",3.08
Hoist by Their Own Petard,6,"['RatchetAndClank2016', 'NowYouSeeMe2', 'AssassinsCreed', 'Spotlight', 'TheBigShort', 'TriangleofSadness']",2.50
Incoming Ham,5,"['RatchetAndClank2016', 'Spotlight', 'Crash', 'TheRoadtoElDorado', 'TheDeathofStalin']",2.60
It's All My Fault,9,"['RatchetAndClank2016', 'FindingDory', 'ManchesterbytheSea', 'DieHard2', 'KingsmanTheGoldenCircle', 'StarTrekVTheFinalFrontier', 'ThePiano', 'ChickenRunDawnoftheNugget', 'TwentyFifthHour']",2.61
Malaproper,8,"['RatchetAndClank2016', 'TheNiceGuys', 'TheBigLebowski', 'TheGoonies', 'BillAndTedsExcellentAdventure', 'PoliceAcademy', 'TheMenu', 'ThePoweroftheDog']",2.94
My Greatest Failure,17,"['RatchetAndClank2016', 'CatonaHotTinRoof', 'ManchesterbytheSea', 'Alien3', 'EventHorizon', 'BlowOut', 'Annihilation', 'PrideandPrejudiceandZombies', 'TheConversation', 'OnceUponaTimeinHollywood', 'Searching', 'Room', 'GraveoftheFireflies', 'InBruges', 'WindRiver', 'StarTrekIIITheSearchforSpock', 'PorcoRosso']",3.03
No Endor Holocaust,6,"['RatchetAndClank2016', 'JasonBourne', 'GroundhogDay', 'AlienResurrection', 'KingsmanTheGoldenCircle', 'PorcoRosso']",2.33
"No Hugging, No Kissing",7,"['RatchetAndClank2016', 'Lucy', 'WeirdScience', 'GreenRoom', 'TheHandmaiden', 'JojoRabbit', 'TheRemainsoftheDay']",2.71
NO INDOOR VOICE,12,"['RatchetAndClank2016', 'RosemarysBaby', 'DieHard2', 'Eraserhead', 'UncutGems', 'AustinPowersInternationalManofMystery', 'AWomanUndertheInfluence', 'TenaciousDinThePickofDestiny', 'TheProducers', 'Bottoms', 'SevenSamurai', 'EighthGrade']",3.42
Redshirt Army,5,"['RatchetAndClank2016', 'Warcraft', 'DieHard2', 'TheRock', 'QuoVadisAida']",2.30
Adaptational Alternate Ending,14,"['Casablanca', 'BreakfastatTiffanys', 'AStreetcarNamedDesire', 'FightClub', 'CrazyRichAsians', 'DoubleIndemnity', 'Mudbound', 'Dune1984', 'CallMebyYourName', 'Secretary', 'PoorThings', 'TheProducers', 'TheWildRobot', 'TheSkinILiveIn']",3.36
Artistic License – Music,5,"['Casablanca', 'GroundhogDay', 'Whiplash', 'WhoFramedRogerRabbit', 'TheProducers']",3.60
Crowd Song,9,"['Casablanca', 'TheHobbitAnUnexpectedJourney', 'Magnolia', 'PinkFloydTheWall', 'LaLaLand', 'Hamilton', 'Pride', 'Sinners', 'Snowpiercer']",3.56
Depth of Field,5,"['Casablanca', 'TwoThousandOneASpaceOdyssey', 'EnemyMine', 'EntertheVoid', 'StarTrekVTheFinalFrontier']",3.30
Establishing Series Moment,6,"['Casablanca', 'TheBigLebowski', 'KnivesOut', 'GraveoftheFireflies', 'ToyStory1', 'Snowpiercer']",3.75
Friend-or-Idol Decision,8,"['Casablanca', 'RomancingtheStone', 'JohnWickChapter3Parabellum', 'Onward', 'InsideOut2', 'Flow2024', 'PopstarNeverStopNeverStopping', 'Snowpiercer']",3.31
Funny Foreigner,5,"['Casablanca', 'AllAboutEve', 'BoratSubsequentMoviefilm', 'InBruges', 'OfficeSpace']",3.80
Lampshade Hanging,14,"['Casablanca', 'TheBourneIdentity', 'JohnWickChapter2', 'BabyDriver', 'DieHard2', 'TheAbyss', 'ChasingAmy', 'LookWhosBack', 'Barbie', 'StarTrekTheMotionPicture', 'MulhollandDrive', 'Adaptation', 'KissKissBangBang', 'MyCousinVinny']",3.32
Non-Action Big Bad,7,"['Casablanca', 'JasonBourne', 'AssassinsCreed', 'YouWereNeverReallyHere', 'JohnWickChapter3Parabellum', 'JohnWickChapter4', 'Harakiri']",3.29
Ransacked Room,7,"['Casablanca', 'TheBigLebowski', 'BabyDriver', 'RomancingtheStone', 'BlowUp', 'ThePrestige', 'BloodSimple']",3.50
Reports of My Death Were Greatly Exaggerated,7,"['Casablanca', 'FindingDory', 'DieHard2', 'KingsmanTheGoldenCircle', 'Searching', 'ThePrestige', 'TheConformist']",3.29
Slut-Shaming,10,"['Casablanca', 'PerfectBlue', 'TheWitch', 'ChasingAmy', 'Swiped', 'PromisingYoungWoman', 'Booksmart', 'GoodLucktoYouLeoGrande', 'Closer', 'PoorThings']",3.00
This Is Gonna Suck,11,"['Casablanca', 'DieHard2', 'DieHardWithaVengeance', 'RomancingtheStone', 'Spotlight', 'JohnWickChapter3Parabellum', 'SoylentGreen', 'OnceUponaTimeinHollywood', 'PoliceAcademy', 'Idiocracy', 'LAConfidential']",3.09
Train-Station Goodbye,6,"['Casablanca', 'TheUmbrellasofCherbourg', 'Ikiru', 'CallMebyYourName', 'BeforeSunrise', 'RainMan']",3.67
Travel Montage,6,"['Casablanca', 'FindingDory', 'OBrotherWhereArtThou', 'TheGoodtheBadandtheUgly', 'MoonriseKingdom', 'MartySupreme']",3.58
You Wouldn't Shoot Me,5,"['Casablanca', 'DieHardWithaVengeance', 'MeanStreets', 'Tenet', 'TheSkinILiveIn']",3.40
Badass Preacher,7,"['OntheWaterfront', 'FromDuskTillDawn', 'HotFuzz', 'Alien3', 'Prisoners', 'Machete', 'TheDiscreetCharmoftheBourgeoisie']",3.29
Inspired by…,9,"['OntheWaterfront', 'TheGreatEscape', 'District9', 'BlowUp', 'Midsommar', 'Tenet', 'EyesWideShut', 'Us', 'Nope']",3.33
Plot-Triggering Death,8,"['OntheWaterfront', 'CaptainFantastic', 'Jackie', 'DieHardWithaVengeance', 'Lucy', 'Nope', 'AnatomyofaFall', 'LAConfidential']",3.25
We Hardly Knew Ye,6,"['OntheWaterfront', 'District9', 'BirdBox', 'TheGoodtheBadandtheUgly', 'TheMenu', 'Nope']",3.25
Chronic Hero Syndrome,6,"['CaptainAmericaCivilWar', 'ItsaWonderfulLife', 'TaxiDriver', 'SpiderManNoWayHome', 'TheWildRobot', 'TheThinRedLine']",3.67
Collapsible Helmet,6,"['CaptainAmericaCivilWar', 'RogueOneAStarWarsStory', 'ValerianandtheCityofaThousandPlanets', 'SpiderManFarFromHome', 'SpiderManNoWayHome', 'BlackPanther']",3.17
Dented Iron,9,"['CaptainAmericaCivilWar', 'JohnWickChapter2', 'TheTerminator', 'DieHardWithaVengeance', 'SpiderManHomecoming', 'SpiderManFarFromHome', 'SpiderManNoWayHome', 'JohnWickChapter4', 'TheWrestler']",3.06
Deus Exit Machina,6,"['CaptainAmericaCivilWar', 'ItsaWonderfulLife', 'Lucy', 'SpiderManHomecoming', 'SpiderManNoWayHome', 'ToyStory2']",3.08
A Deadly Affair,5,"['DialMforMurder', 'BoogieNights', 'TheConversation', 'Andhadhun', 'DoubleIndemnity']",3.80
Dutch Angle,8,"['DialMforMurder', 'FearandLoathinginLasVegas', 'BoogieNights', 'HotFuzz', 'Bullhead', 'ChickenRunDawnoftheNugget', 'BlackPanther', 'Harakiri']",3.50
I Have Many Names,5,"['DialMforMurder', 'BoogieNights', 'Incendies', 'StarTrekVTheFinalFrontier', 'OneBattleAfterAnother']",3.60
Shear Menace,5,"['DialMforMurder', 'TheNiceGuys', 'TheBigLebowski', 'TheHandmaiden', 'Us']",3.50
Sleeping Single,6,"['DialMforMurder', 'TheGraduate', 'SingStreet', 'MoonriseKingdom', 'AnatomyofaFall', 'TheZoneofInterest']",3.50
All Women Are Lustful,9,"['AllAboutEve', 'NowYouSeeMe2', 'ThePianoTeacher', 'EyesWideShut', 'ThankYouforSmoking', 'PoliceAcademy', 'SpringBreakers', 'WildatHeart', 'TheRockyHorrorPictureShow']",3.67
Everybody Smokes,12,"['AllAboutEve', 'Gattaca', 'ThePost', 'OnceUponaTimeinHollywood', 'Chinatown', 'TheIrishman', 'ThankYouforSmoking', 'MemoriesofMurder', 'StandbyMe', 'Chernobyl', 'Pride', 'QuoVadisAida']",3.50
Evil Brit,8,"['AllAboutEve', 'Alien3', 'Lucy', 'TheRoadtoElDorado', 'RRR', 'SnakesonaPlane', 'TenaciousDinThePickofDestiny', 'ToyStory2']",2.94
Eviler than Thou,6,"['AllAboutEve', 'RogueOneAStarWarsStory', 'ThorRagnarok', 'TheHandmaiden', 'ThankYouforSmoking', 'LookWhosBack']",3.50
Jerk with a Heart of Jerk,6,"['AllAboutEve', 'AlienResurrection', 'ITonya', 'MarriageStory', 'TheBigShort', 'TheBrutalist']",3.33
Loony Fan,7,"['AllAboutEve', 'TaxiDriver', 'FearandLoathinginLasVegas', 'PerfectBlue', 'TheFanatic', 'TheUnbearableWeightofMassiveTalent', 'TheKingofComedy']",3.71
Adaptational Sexuality,6,"['BreakfastatTiffanys', 'CatonaHotTinRoof', 'ScottPilgrimvstheWorld', 'TheHandmaiden', 'GirlInterrupted', 'Bugonia']",3.17
Ambiguously Bi,13,"['BreakfastatTiffanys', 'ThisIsSpinalTap', 'TheLighthouse', 'TheNightBefore', 'EyesWideShut', 'Booksmart', 'CallMebyYourName', 'GreenBook', 'Aftersun', 'Dogtooth', 'Bridesmaids', 'ButImaCheerleader', 'GirlInterrupted']",3.31
"""No Peeking!"" Request",5,"['BreakfastatTiffanys', 'CaptainFantastic', 'TheRoadtoElDorado', 'CallMebyYourName', 'ETtheExtraTerrestrial']",3.20
Only Known by Their Nickname,22,"['BreakfastatTiffanys', 'AStreetcarNamedDesire', 'WarDogs', 'CityofGod', 'FightClub', 'BabyDriver', 'CrazyRichAsians', 'Spotlight', 'OnceUponaTimeinHollywood', 'GreenRoom', 'CoolHandLuke', 'TheGoodtheBadandtheUgly', 'ThankYouforSmoking', 'MoonriseKingdom', 'Booksmart', 'DazedandConfused', 'Pride', 'SevenSamurai', 'LoveLiesBleeding', 'GirlInterrupted', 'BoyzntheHood', 'JerryMaguire']",3.39
Setting Update,17,"['BreakfastatTiffanys', 'AStreetcarNamedDesire', 'TheHottieAndTheNottie', 'CrazyRichAsians', 'HuntfortheWilderpeople', 'TheBreadwinner', 'CriesandWhispers', 'Ikiru', 'TheHandmaiden', 'TheRoadtoElDorado', 'PrideAndPrejudice2005', 'Paddington', 'TheProducers', 'Clueless', 'Nosferatu', 'Mickey17', 'OneBattleAfterAnother']",3.12
Spy Speak,8,"['BreakfastatTiffanys', 'TheBourneUltimatum', 'Citizenfour', 'TheGreatEscape', 'DieHard2', 'Tenet', 'BlackBag', 'OneBattleAfterAnother']",3.44
Supporting Protagonist,5,"['BreakfastatTiffanys', 'Network', 'BigTroubleinLittleChina', 'Nosferatu', 'TheRock']",3.50
All Take and No Give,7,"['CatonaHotTinRoof', 'Warcraft', 'FantasticBeastsandWheretoFindThem', 'SunsetBoulevard', 'EightAndAHalf', 'NottingHill', 'KPopDemonHunters']",2.79
Destructive Romance,5,"['CatonaHotTinRoof', 'SunsetBoulevard', 'ParisTexas', 'Midsommar', 'OneBattleAfterAnother']",3.90
The Disease That Shall Not Be Named,5,"['CatonaHotTinRoof', 'HellorHighWater', 'CriesandWhispers', 'Onward', 'Harakiri']",3.20
Dysfunctional Family,9,"['CatonaHotTinRoof', 'Frank', 'TheRoyalTenenbaums', 'MoonriseKingdom', 'TheHost', 'EverythingEverywhereAllatOnce', 'LittleMissSunshine', 'Happiness', 'RainMan']",3.28
Metaphorically True,5,"['CatonaHotTinRoof', 'ThePost', 'Paddington2', 'LegallyBlonde', 'SomeLikeItHot']",3.60
Obnoxious In-Laws,6,"['CatonaHotTinRoof', 'CaptainFantastic', 'CrazyRichAsians', 'UncutGems', 'LittleMissSunshine', 'Amadeus']",3.58
Parental Favoritism,9,"['CatonaHotTinRoof', 'TheRoyalTenenbaums', 'TheEdgeofSeventeen', 'CriesandWhispers', 'BoratSubsequentMoviefilm', 'StandbyMe', 'TenaciousDinThePickofDestiny', 'Claudine', 'BoyzntheHood']",3.28
Saying Too Much,9,"['CatonaHotTinRoof', 'TheSevenYearItch', 'TheSocialNetwork', 'TheHandmaiden', 'Onward', 'GameNight', 'Happiness', 'Companion', 'LAConfidential']",3.50
Arbitrarily Large Bank Account,5,"['ItsaWonderfulLife', 'Inception', 'SynecdocheNewYork', 'StarWarsTheRiseofSkywalker', 'Oppenheimer']",3.40
Capitalism Is Bad,9,"['ItsaWonderfulLife', 'ToniErdmann', 'ThereWillBeBlood', 'Joker', 'TheLegoMovie', 'AmericanPsycho', 'LaChimera', 'TheGodfather', 'TheGodfatherPartII']",3.89
Delayed Reaction,9,"['ItsaWonderfulLife', 'BladeRunner', 'TheAbyss', 'TheRoadtoElDorado', 'Barbie', 'TheProducers', 'ETtheExtraTerrestrial', 'TheWildRobot', 'SomeLikeItHot']",3.28
The Dutiful Son,5,"['ItsaWonderfulLife', 'TheGoodtheBadandtheUgly', 'Crash', 'TheGodfather', 'TheGodfatherPartII']",3.90
Accidental Hero,7,"['Psycho', 'TaxiDriver', 'ThePhantomMenace', 'Joker', 'TheWorldsEnd', 'Paddington', 'ToyStory2']",3.50
Drop Dead Gorgeous,6,"['Psycho', 'TheNiceGuys', 'EventHorizon', 'AtomicBlonde', 'PerfectBlue', 'EyesWideShut']",3.50
Distinguished Gentleman's Pipe,5,"['TheBridgeontheRiverKwai', 'TheGreatEscape', 'InglouriousBasterds', 'MoonriseKingdom', 'BarryLyndon']",4.00
He Who Fights Monsters,13,"['TheBridgeontheRiverKwai', 'Frank', 'JasonBourne', 'CityofGod', 'FightClub', 'WarforthePlanetoftheApes', 'Prisoners', 'Network', 'ZeroDarkThirty', 'BicycleThieves', 'MemoriesofMurder', 'TheSkinILiveIn', 'HowlsMovingCastle']",3.46
Head-Turning Beauty,6,"['TheBridgeontheRiverKwai', 'TheSevenYearItch', 'FromDuskTillDawn', 'WeirdScience', 'TheRoadtoElDorado', 'Closer']",2.42
Hollywood Darkness,11,"['TheBridgeontheRiverKwai', 'TheGreatEscape', 'TheHobbitAnUnexpectedJourney', 'DieHard2', 'ApocalypseNow', 'BlackMirrorBandersnatch', 'Dune1984', 'Nope', 'MasterandCommanderTheFarSideoftheWorld', 'Nosferatu', 'SomeLikeItHot']",3.14
Hollywood History,5,"['TheBridgeontheRiverKwai', 'WarDogs', 'PatriotsDay', 'BillAndTedsExcellentAdventure', 'TheKillingFields']",2.90
No Full Name Given,6,"['TheBridgeontheRiverKwai', 'YouWereNeverReallyHere', 'Lucy', 'PerfectDays', 'LegallyBlonde', 'Bottoms']",3.25
Principles Zealot,6,"['TheBridgeontheRiverKwai', 'CaptainFantastic', 'JesusCamp', 'LaLaLand', 'AManCalledOve', 'BlackBag']",3.67
Punch-Clock Hero,5,"['TheBridgeontheRiverKwai', 'TheNiceGuys', 'MySuperExGirlfriend', 'GoodTime', 'QuoVadisAida']",3.30
Rated M for Manly,11,"['TheBridgeontheRiverKwai', 'BadAss', 'TheGreatEscape', 'Aliens', 'FightClub', 'ApocalypseNow', 'NineteenSeventeen', 'Machete', 'RRR', 'MasterandCommanderTheFarSideoftheWorld', 'SevenSamurai']",3.45
The Trickster,6,"['TheBridgeontheRiverKwai', 'TheGreatEscape', 'FightClub', 'CoolHandLuke', 'TheRoadtoElDorado', 'PoliceAcademy']",3.17
Villain with Good Publicity,14,"['TheBridgeontheRiverKwai', 'CityofGod', 'HellorHighWater', 'ThereWillBeBlood', 'Okja', 'OBrotherWhereArtThou', 'Spotlight', 'AllthePresidentsMen', 'TheIrishman', 'Machete', 'Dune1984', 'LAConfidential', 'DangerousAnimals', 'QuoVadisAida']",3.61
Big Word Shout,8,"['AStreetcarNamedDesire', 'RogueOneAStarWarsStory', 'HotFuzz', 'PinkFloydTheWall', 'TheGraduate', 'StarWarsTheRiseofSkywalker', 'TheRoadtoElDorado', 'ToyStory3']",3.38
Cloud Cuckoolander,5,"['AStreetcarNamedDesire', 'Frank', 'Fences', 'LaHaine', 'TheDeathofStalin']",3.50
The Ingenue,8,"['AStreetcarNamedDesire', 'SunsetBoulevard', 'AllAboutMyMother', 'TheNeonDemon', 'Breathless', 'Bridesmaids', 'ButImaCheerleader', 'Claudine']",3.62
Old Maid,5,"['AStreetcarNamedDesire', 'EternalSunshineoftheSpotlessMind', 'BrideWars', 'Mudbound', 'TheRemainsoftheDay']",3.20
Momma's Boy,6,"['AStreetcarNamedDesire', 'HacksawRidge', 'YouWereNeverReallyHere', 'EntertheVoid', 'MarriageStory', 'TenaciousDinThePickofDestiny']",3.75
My Girl Is Not a Slut,5,"['AStreetcarNamedDesire', 'CoolHandLuke', 'ChasingAmy', 'LicoricePizza', 'OfficeSpace']",3.00
Rape Discretion Shot,6,"['AStreetcarNamedDesire', 'Okja', 'PromisingYoungWoman', 'TheZoneofInterest', 'Happiness', 'Rashomon']",3.25
Token Minority,8,"['AStreetcarNamedDesire', 'DieHard2', 'HaroldAndKumarGoToWhiteCastle', 'ChasingAmy', 'SingStreet', 'MoonriseKingdom', 'ShesGottaHaveIt', 'Friday']",3.00
Trivial Title,5,"['AStreetcarNamedDesire', 'TheLobster', 'ChasingAmy', 'LicoricePizza', 'Fargo']",3.30
Dumb Blonde,8,"['TheSevenYearItch', 'BillAndTedsExcellentAdventure', 'TheHost', 'Us', 'LegallyBlonde', 'Fargo', 'TheProducers', 'ButImaCheerleader']",3.38
Fake-Out Opening,5,"['TheSevenYearItch', 'FindingDory', 'FromDuskTillDawn', 'RomancingtheStone', 'KissKissBangBang']",2.60
The Cavalry Arrives Late,10,"['Warcraft', 'HotFuzz', 'TheTerminator', 'LiveFreeorDieHard', 'GetOut', 'BigTroubleinLittleChina', 'Veronica', 'TheMaskofZorro', 'Tusk', 'LAConfidential']",2.75
Death by Childbirth,7,"['Warcraft', 'Fences', 'AllAboutMyMother', 'TheShapeofWater', 'EnemyMine', 'OBrotherWhereArtThou', 'Sinners']",3.07
Demonic Possession,5,"['Warcraft', 'Hereditary', 'REC', 'Veronica', 'TheBabadook']",3.00
Deuteragonist,6,"['Warcraft', 'JasonBourne', 'DieHardWithaVengeance', 'Melancholia', 'AreYouThereGodItsMeMargaret', 'HomeAlone']",2.75
Duel to the Death,5,"['Warcraft', 'Hamilton', 'TheMaskofZorro', 'Dune1984', 'BarryLyndon']",2.70
The Foreign Subtitle,7,"['Warcraft', 'JohnWickChapter2', 'Badlands1973', 'Moana', 'ReadyPlayerOne', 'JohnWickChapter4', 'ErinBrockovich']",3.00
"""I Know You're in There Somewhere"" Fight",5,"['Warcraft', 'PoultrygeistNightoftheChickenDead', 'PerfectBlue', 'AnAmericanWerewolfinLondon', 'Companion']",3.10
Mutual Kill,5,"['Warcraft', 'TheMaskofZorro', 'Dune1984', 'SevenSamurai', 'OneBattleAfterAnother']",3.00
Thanatos Gambit,5,"['Warcraft', 'TheGoodtheBadandtheUgly', 'TheHandmaiden', 'PromisingYoungWoman', 'LAConfidential']",3.10
That Makes Me Feel Angry,7,"['Warcraft', 'Frank', 'BigTroubleinLittleChina', 'InBruges', 'AustinPowersInternationalManofMystery', 'TheProducers', 'ChickenRunDawnoftheNugget']",2.93
Clingy Jealous Girl,9,"['Elle', 'ThePianoTeacher', 'MySuperExGirlfriend', 'SunsetBoulevard', 'TheSocialNetwork', 'MarchofthePenguins', 'LegallyBlonde', 'Claudine', 'BlackBag']",3.78
"""Not If They Enjoyed It"" Rationalization",5,"['Elle', 'Spotlight', 'TheHandmaiden', 'PromisingYoungWoman', 'TheRockyHorrorPictureShow']",3.60
Odd Couple,12,"['Elle', 'TheNiceGuys', 'RosemarysBaby', 'HuntfortheWilderpeople', 'AllthePresidentsMen', 'WeNeedtoTalkAboutKevin', 'HaroldAndKumarGoToWhiteCastle', 'ThreeBillboardsOutsideEbbingMissouri', 'GreenBook', 'InBruges', 'BlacKkKlansman', 'LAConfidential']",3.21
Rape as Backstory,6,"['Elle', 'Split', 'REC', 'Benedetta', 'WildatHeart', 'TheConformist']",3.50
There Is Only One Bed,5,"['Elle', 'CityofGod', 'Aftersun', 'Idiocracy', 'MulhollandDrive']",3.90
Abhorrent Admirer,9,"['TheNiceGuys', 'GroundhogDay', 'TheHottieAndTheNottie', 'ValerianandtheCityofaThousandPlanets', 'WhoFramedRogerRabbit', 'TheSubstance', 'TheBrutalist', 'LoveLiesBleeding', 'TheKingofComedy']",3.11
Celebrity Resemblance,5,"['TheNiceGuys', 'TheBigLebowski', 'RosemarysBaby', 'Badlands1973', 'JerryMaguire']",3.50
Christmas Epilogue,5,"['TheNiceGuys', 'TheUmbrellasofCherbourg', 'SpiderManNoWayHome', 'CallMebyYourName', 'ToyStory1']",3.60
The Cuckoolander Was Right,11,"['TheNiceGuys', 'TheBigLebowski', 'DrStrangeloveorHowILearnedtoStopWorryingandLovetheBomb', 'GetOut', 'GrizzlyMan', 'TheBigShort', 'TheWorldsEnd', 'NottingHill', 'ToyStory1', 'OneofThemDays', 'Bugonia']",3.50
Disposable Sex Worker,11,"['TheNiceGuys', 'BoogieNights', 'BlowOut', 'ValerianandtheCityofaThousandPlanets', 'EyesWideShut', 'Outland', 'AmericanPsycho', 'PromisingYoungWoman', 'TheMenu', 'TheGodfather', 'TheGodfatherPartII']",3.68
Drinking on Duty,5,"['TheNiceGuys', 'TheLighthouse', 'AnotherRound', 'PathsofGlory', 'StarTrekVITheUndiscoveredCountry']",3.40
Femme Fatale,7,"['TheNiceGuys', 'BlowUp', 'Andhadhun', 'TheInvisibleGuest', 'TheRoadtoElDorado', 'DoubleIndemnity', 'KissKissBangBang']",2.86
Food Slap,5,"['TheNiceGuys', 'BarryLyndon', 'PoorThings', 'LaChimera', 'LAConfidential']",3.90
Grammar Correction Gag,5,"['TheNiceGuys', 'Booksmart', 'Secretary', 'KissKissBangBang', 'TheRemainsoftheDay']",3.10
Heroic Bystander,5,"['TheNiceGuys', 'HardcoreHenry', 'SpiritedAway', 'Room', 'KikisDeliveryService']",2.90
Hero Stole My Bike,9,"['TheNiceGuys', 'JasonBourne', 'TheGreatEscape', 'DieHardWithaVengeance', 'TheGoonies', 'KikisDeliveryService', 'Paddington2', 'ETtheExtraTerrestrial', 'TheRock']",3.11
Knight of Cerebus,9,"['TheNiceGuys', 'JasonBourne', 'TwelveYearsASlave', 'DieHard2', 'RomancingtheStone', 'JojoRabbit', 'TheRoadtoElDorado', 'Anora', 'OneofThemDays']",2.83
